	rab.all	rab.win.female	rab.win.male	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia faecis	-0.416797151298413	2.42154048169217	-7.54313583153769	-8.94182272169827	7.27279533761874	-1.22948911754005	0.0312549192032963	0.0972015181626708	0.440086753217095	0.1533203125	0.54707948186631
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospira;s_Unclassified Lachnospira	-3.35412749799247	-5.65423618524322	0.217072765531904	5.57216554086725	3.16155056781091	1.76247870193817	0.0894957523426363	0.0946628133498476	0.401907093047076	0.19140625	0.576625592219969
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Faecalicatena;s_Faecalicatena fissicatena	-4.73695032743317	-5.70618658499397	-3.10529508465823	1.95529887478356	4.58647889621314	0.42631807951803	0.32684849725881	0.466032611757573	0.734030611857588	0.5576171875	0.800908736224869
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus comes	2.2434841005231	0.625472119963348	4.67256323673423	4.14335845478263	1.94182714763807	2.13374216125384	0.00027407495720991	0.0329156568401854	0.321935446751185	0.125	0.52642766776156
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Pseudobutyrivibrio;s_Unclassified Pseudobutyrivibrio	1.03207969108529	2.04918425973071	0.180740080571491	-2.86107667698724	2.28327357458423	-1.25305907659717	0.250000423850461	0.549637403484767	0.834949814266706	0.689453125	0.902769289937283
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Fusicatenibacter;s_Unclassified Fusicatenibacter	1.40019473157454	1.40019473157454	1.69008292680124	1.73978638223365	3.45422910913684	0.503668496577632	0.250000423850461	0.873773850768477	0.961828859173163	0.83984375	0.960799280798236
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes shahii	-0.556627782809025	-4.14519213578329	1.82402962788402	6.97015863745652	1.91784764708844	3.63436514263174	0.00027407495720991	0.0176435212979104	0.269097842297286	0.125	0.52642766776156
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. ATCC BAA-442	3.4217063337648	6.75748876905662	-0.763958970149358	-7.67585271730846	3.42526413838427	-2.24095205718331	0.00027407495720991	0.0181816510669999	0.285895395377703	0.125	0.52642766776156
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Longibaculum;s_Longibaculum muris	-6.29707888460773	-4.09742840054275	-8.26118075678658	-5.18752812789767	4.8213149087816	-1.07595712498452	0.120623696178148	0.162341318424351	0.498178466376458	0.234375	0.60790594344168
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Flavonifractor;s_Flavonifractor plautii	5.58777979725738	8.21297927868031	2.81162561351398	-6.3893407883952	3.93495841381347	-1.62373781790571	0.00027407495720991	0.0298580985541366	0.313654269815151	0.125	0.52642766776156
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospiraceae bacterium (no genus in NCBI);s_Lachnospiraceae bacterium	5.8410100544395	5.68625386154855	6.80140090947725	0.844873967643737	1.54712616611444	0.546092481756425	0.250000423850461	0.323828499964924	0.674726695142717	0.41015625	0.745245055723156
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Enterocloster;s_Unclassified Enterocloster	5.43115001127051	7.86029411304267	3.404169634286	-4.4553099609159	3.02095222815976	-1.47480318271365	0.00027407495720991	0.0465090343074655	0.356735466501391	0.125	0.52642766776156
k_Bacteria;p_Bacteroidetes;c_Unclassified Bacteroidetes;o_Unclassified Bacteroidetes;f_Unclassified Bacteroidetes;g_Unclassified Bacteroidetes;s_Unclassified Bacteroidetes	1.29351491398705	1.3159571272781	1.27188515379207	-0.953582837443479	5.84202220222654	-0.163228211813376	0.5	0.722301197937411	0.905702075684313	0.8349609375	0.951880958899142
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM42-4	-4.71926323092553	-5.7294856122108	-2.64490235986284	3.39703202683038	5.01797725091513	0.676972384880952	0.287938069429334	0.444536510654738	0.732803639058337	0.5302734375	0.794348788885717
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Parasutterella;s_Unclassified Parasutterella	6.0422711395834	2.2177363257765	9.22934640954548	4.86944655155372	7.95878819705234	0.611832659820901	0.250000423850461	0.214601567417849	0.588428439918235	0.2744140625	0.648397527843698
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Unclassified Prevotella	4.0183566478277	2.96941003218315	5.52921499638186	1.44455944227235	3.93760717518652	0.366862253648733	0.480468774873089	0.459600729559282	0.779259911631801	0.61328125	0.873748775503574
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Unclassified Lachnospiraceae;s_Unclassified Lachnospiraceae	9.18096233287975	9.81768430115299	8.92286783450567	-0.928898272209981	1.19250736533293	-0.778945522026728	0.245136621200248	0.190403072177284	0.572148640053743	0.2998046875	0.662329841607007
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Unclassified Peptostreptococcaceae;s_Unclassified Peptostreptococcaceae	1.57796886997192	4.41906096492484	-2.10480962176165	-7.01858003769064	1.08974126665834	-6.44059305858251	0.00027407495720991	0.00954248278343185	0.246063262133773	0.125	0.52642766776156
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Unclassified Collinsella	3.16749441166443	1.48871548815612	3.23547705357813	0.0939761327200399	2.64673065119282	0.0355064965442127	0.45312506013283	0.443523786136281	0.755911418741718	0.6875	0.886821255067474
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Unclassified Enterococcus	-3.93436007459089	-4.26508983262586	-1.39656274965039	3.41798202519912	5.66013432889005	0.603869418390533	0.315175367372265	0.399113532661636	0.701717008434921	0.509765625	0.781548863264417
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis	1.95286232310002	0.983520431149525	4.90755598030622	4.19515403200555	3.58598048917629	1.16987642422148	0.250000423850461	0.216160612466137	0.590634095663693	0.3291015625	0.69095183460376
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Unclassified Blautia	7.35160377570561	6.5605721105126	8.03474823105504	1.55332169122668	0.86606402819398	1.793541401859	0.250000423850461	0.188599417866998	0.571523293119583	0.25390625	0.633059367122859
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 3_1_33FAA	-5.35323528694965	1.59774540660868	-7.72845241315754	-8.30829786418562	5.40527041293727	-1.53707349114303	0.0859391755228889	0.100654044924383	0.419814844114631	0.1865234375	0.573553575037718
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Hungatella;s_Hungatella hathewayi	1.30787586047229	4.49616864672402	-1.46142478602274	-5.8511471145214	4.83810994549387	-1.20938696731583	0.246094185040067	0.163762544445876	0.55568557193483	0.248046875	0.628228812779105
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Unclassified Betaproteobacteria;f_Unclassified Betaproteobacteria;g_Unclassified Betaproteobacteria;s_Unclassified Betaproteobacteria	0.086787900319262	-0.997801361425243	0.52222319521508	2.2261532838103	5.35500514733274	0.415714499344434	0.250000423850461	0.694280349636491	0.90105027592561	0.734375	0.917372308818541
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes sp. 56_sp_Nov_56_25	-4.65155736904272	-5.60453041042586	-3.46378486399927	2.07644683578982	5.62878565898086	0.368897833669826	0.330739540803691	0.48952443432846	0.758739875779474	0.58984375	0.818915359243785
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Phocaeicola (no family in NCBI);g_Phocaeicola;s_Phocaeicola sartorii	2.56812606045161	3.50359351076436	2.56812606045161	-1.42004240695158	5.69150653233185	-0.249502025322245	0.351562706989741	0.811741145385928	0.943314416495947	0.802734375	0.945158813043301
k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Tissierellaceae;g_Soehngenia;s_Unclassified Soehngenia	1.03106083094224	0.815719837382081	2.39513013157527	1.89557108575316	3.46234988029523	0.547481089805841	0.291829111493151	0.24073524453789	0.60702141620157	0.3828125	0.724349310917115
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Unclassified Azospirillum	-5.40407155424608	-4.78481616104397	-5.8825330688564	0.716093587472194	4.06897126123811	0.175988853569416	0.455252975200381	0.593784910736953	0.821723224322082	0.6748046875	0.870117259134109
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Bilophila wadsworthia	-3.05896300134255	1.86845116990527	-3.7115111311201	-3.04172420187131	4.95240087858126	-0.614191838755729	0.203125583031286	0.265287628833939	0.615482800745249	0.3330078125	0.676296267256501
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonadaceae bacterium KH3CP3RA (no genus in NCBI);s_Porphyromonadaceae bacterium KH3CP3RA	-5.95401403133304	-5.81767052722278	-6.10702100910822	0.650560481354653	5.9132640719013	0.110017153545703	0.457031305043806	0.639764071232576	0.850762064432744	0.72265625	0.896296011128238
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia producta	-5.87669370685895	-4.92081831824775	-7.04645735123532	-0.666839861542372	10.1594550488245	-0.0656373652265459	0.460937549975292	0.737868956315915	0.910458889779738	0.806640625	0.938027234523569
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides faecis	1.22552760019394	4.3262494898207	-1.05023001953138	-4.7978981582106	3.9180569363458	-1.22456060137947	0.0428050752282081	0.105492745225088	0.441972512803668	0.166015625	0.553508330716865
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerobutyricum;s_Anaerobutyricum hallii	0.972273434598262	-1.32224588812996	3.85053457068851	6.62509607158848	2.39005817932571	2.77193924771219	0.00027407495720991	0.0157093036764992	0.271688202126021	0.125	0.52642766776156
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Unclassified Anaerotignum	-1.18926481533745	-4.31960459303024	-0.81662786807027	3.06681535507901	9.6993888309847	0.316186453447671	0.335937733785496	0.477382823089728	0.770140998709892	0.5986328125	0.841057299658591
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Unclassified Eubacteriaceae;s_Unclassified Eubacteriaceae	5.00129969410261	3.99651287012686	6.21929902538031	2.71042789568156	1.41103688402954	1.92087671581009	0.250000423850461	0.112766785116119	0.496757337825827	0.25	0.630126445162721
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Unclassified Porphyromonas	0.314314955088813	-0.904731367285883	0.85058049876946	1.45560880102676	3.33354556182628	0.436654839128495	0.195313116266623	0.191454126282262	0.570753892002759	0.271484375	0.6398060946364
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Unclassified Porphyromonadaceae;s_Unclassified Porphyromonadaceae	0.128291668596367	6.89112525267682	-3.41228614201957	-7.8478350442471	5.79767385650032	-1.3536178885689	0.105470079281366	0.117787948404142	0.480364405597837	0.1923828125	0.579512747334229
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia massiliensis	-1.49057823119572	-4.25618296477337	1.53076357422356	5.57913860150522	5.38585172523474	1.03588789408458	0.0546902377467867	0.104281731169568	0.462849241736001	0.1572265625	0.549910968072377
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia obeum	2.77113272174726	0.63897210360349	3.29258763117946	2.87933922428909	4.65803463642721	0.618144657356518	0.152344605800565	0.164708371166606	0.557080502183294	0.201171875	0.588070780169984
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Unclassified Ruminococcaceae;s_Unclassified Ruminococcaceae	7.24186627397482	8.31786742772294	6.8339593035466	-1.4904329923601	0.476925081968733	-3.12508829732258	0.00027407495720991	0.0147873896760848	0.276833397412825	0.125	0.52642766776156
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Enterocloster;s_Enterocloster aldensis	-1.5866135680787	1.06523781775078	-8.09807563329874	-10.1263652579022	4.00504150300011	-2.52840457466338	0.00027407495720991	0.0197867147725665	0.281214616491835	0.125	0.52642766776156
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Unclassified Erysipelotrichaceae;s_Unclassified Erysipelotrichaceae	2.61185087593223	2.61185087593223	3.14929093446878	0.661586447267064	3.02467607986529	0.218729685360731	0.5	0.875403798075486	0.964387820812669	1	1
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. SF-50	-6.3056582641869	-3.74231686634534	-8.09584550551099	-5.40034997686724	4.36511961588539	-1.23715967764422	0.140625945295546	0.200719400716376	0.515269265260568	0.2783203125	0.627874079025347
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Faecalibacillus;s_Unclassified Faecalibacillus	-4.74233333172736	-5.75124461029369	0.208432579133783	4.51313997306563	5.38042045866241	0.838808046274438	0.280155985870794	0.379513235162806	0.686873994304339	0.470703125	0.759510029160627
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium bifidum	1.25285049912425	-1.79933128799875	4.20543283652964	4.41902921067113	3.8897149584969	1.13608047320227	0.451361929656402	0.613699700335038	0.83977632879919	0.6884765625	0.882344058877596
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 43_108	-4.09852103464803	-5.85994766725621	-0.980299197625812	6.17330934356968	7.59099697303206	0.813240917563414	0.207031817285088	0.230246682801304	0.591943912833553	0.30078125	0.662452947334771
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Haemophilus;s_Haemophilus parainfluenzae	-1.82317841396637	-5.8529739448402	1.67842817582101	7.36029724879462	3.40903780516174	2.15905415822909	0.0117320958078942	0.0338621319016991	0.310927855984812	0.130859375	0.530500564451173
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Turicibacter;s_Turicibacter sanguinis	-1.22296814223707	-1.22712219439042	0.628256456902645	3.38794029163349	7.86526508297602	0.430747121157622	0.460937549975292	0.724485291659495	0.901930608740725	0.7978515625	0.933811717991825
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Unclassified Burkholderiales;g_Unclassified Burkholderiales;s_Unclassified Burkholderiales	4.98858417051162	4.96577546480605	5.70026521293569	0.782704939348508	5.22087337197372	0.149918391729277	0.4396887931705	0.846481876732246	0.956061271329889	0.8515625	0.960009450709753
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerotruncus;s_Anaerotruncus colihominis	0.283608287518777	-0.348499723778606	0.353380332866954	1.12049661384459	2.14651287954152	0.522007868913378	0.308594035174691	0.445237367572178	0.759354512339179	0.537109375	0.816621623921885
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Unclassified Clostridiaceae;s_Unclassified Clostridiaceae	7.09449432225441	6.71066479407811	8.23532799595086	0.846495062262314	2.37688815975935	0.356135840378799	0.250000423850461	0.477286752075958	0.793904918046567	0.625	0.882930601719908
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Collinsella aerofaciens	0.268457838085951	-2.46590438420767	0.691111748931516	3.26612109847359	4.72220799414204	0.691651257743254	0.250000423850461	0.16992960815518	0.553439220302343	0.2578125	0.63595790029573
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus thermophilus	-0.13594143516334	-0.184562078333448	1.61919568557146	0.699192880517227	1.96280003440185	0.356222166426801	0.40625012355222	0.514202854312489	0.798866765256128	0.6796875	0.885470084319255
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Paraprevotella;s_Unclassified Paraprevotella	1.28407949016882	2.31949588414894	0.02628243528215	-1.47388948973967	7.96244136289647	-0.18510522370786	0.445312570380321	0.72005854859605	0.908439667695405	0.8642578125	0.964021732940012
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia timonensis	-1.54988946286202	-1.55329379325715	-0.184335350452955	0.606719762698743	4.53603380781058	0.133755564531736	0.322957453835057	0.592980024493278	0.837902657474276	0.677734375	0.88300406155616
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salyersiae	-3.48453514734966	-5.66746919756196	-1.18481853036719	5.04422130484838	4.64745127664826	1.0853736821715	0.097657701363377	0.136916529432787	0.476007973273776	0.208984375	0.585801473431168
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Intestinibacter;s_Intestinibacter bartlettii	2.05329903094038	2.36596716226359	-2.2089920529005	-4.62611660959669	0.759819373848992	-6.08844255465917	0.00027407495720991	0.00777814261515635	0.233452714893066	0.125	0.52642766776156
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Unclassified Bacteroidia;f_Unclassified Bacteroidia;g_Unclassified Bacteroidia;s_Unclassified Bacteroidia	1.67263959046252	-0.997994390000965	3.71387011836875	6.18338174436171	3.08961056298978	2.00134664816077	0.250000423850461	0.129829278541073	0.514857618904046	0.25	0.630126445162721
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AF27-2AA	-0.99104177332041	-5.57782980168993	3.76708984521831	9.04062791401716	3.67236760104543	2.46179819020392	0.0078020202314993	0.0306885793588465	0.307491395935815	0.1279296875	0.528330798670203
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Unclassified Prevotellaceae;s_Unclassified Prevotellaceae	1.60511738143985	3.47894880466928	-1.24548838384625	-8.18424340663974	6.85734770311704	-1.19349984293775	0.00394539012341145	0.0848374171220326	0.442104779454504	0.126953125	0.52768877082092
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales bacterium 52_15 (no family in NCBI);g_Clostridiales bacterium 52_15 (no genus in NCBI);s_Clostridiales bacterium 52_15	-3.40555063329195	-3.89642758859989	-1.3118317314434	0.627331398956873	4.33647624559165	0.144663861492289	0.34765646353738	0.618713418390935	0.839473114368397	0.6943359375	0.881702608492753
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides intestinalis	-1.12681577523243	-2.9440736262914	0.915118629350923	4.72516580569588	2.16293702402924	2.18460627988769	0.00783249624898957	0.0343731124449153	0.307608024683419	0.12890625	0.529412492696473
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia intestinalis	5.71029589193026	5.41659520358347	5.71029589193026	0.695902888872755	3.61025423913662	0.192757308149904	0.250000423850461	0.962284919746977	0.986246895810601	0.873046875	0.973345185074404
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia faecis	0.378829802129553	1.43071322422337	-0.495388003525981	-1.62077589899326	1.78477442418218	-0.908112463420099	0.0937515199270105	0.180105482253072	0.555337533670189	0.189453125	0.57671921468369
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia wexlerae	2.82108282365563	3.38422041355877	2.62336956406836	-0.611761866306903	2.3207811495871	-0.263601704286397	0.49609375496733	0.545170718619896	0.830309949661995	0.654296875	0.891717969706069
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Fusicatenibacter;s_Fusicatenibacter saccharivorans	0.83114285301728	1.21920688379059	0.298256647310856	0.82856697080317	1.30176415612127	0.636495456498023	0.332031490751508	0.774499498632359	0.928127627910756	0.8310546875	0.951338708437455
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Unclassified Pseudomonadales;g_Unclassified Pseudomonadales;s_Unclassified Pseudomonadales	-4.04303504071222	2.68003981700992	-6.35218530444925	-8.80842044836391	13.1627431845175	-0.669193368349288	0.287938069429334	0.459505334164949	0.772704149974421	0.5224609375	0.812063940690789
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium sp.	3.62066819614771	0.709502392423032	5.13114403860024	1.04144353307557	7.06996218681256	0.147305389414692	0.498054477162844	0.705119484649678	0.908508548582225	0.8935546875	0.976586048517145
k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Unclassified Campylobacterales;g_Unclassified Campylobacterales;s_Unclassified Campylobacterales	-3.65528062901283	0.650293266808566	-6.17739759819752	-5.37728552019527	7.01383951308629	-0.766667887134063	0.242187946543877	0.255929389381364	0.611665467675518	0.3408203125	0.686955341258808
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Unclassified Barnesiella	-0.0726662442904251	-4.12321771484933	1.18492462354622	4.64460385025655	4.42235671037763	1.05025536256661	0.00027407495720991	0.104817247202078	0.464788665906453	0.125	0.52642766776156
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Morganella;s_Morganella morganii	-4.54755009142531	-5.5574056407437	-1.60315628173898	5.15621621612859	6.46465665345927	0.797600938847924	0.287938069429334	0.318741781617041	0.642145348242329	0.4287109375	0.739223438787201
k_Bacteria;p_Firmicutes;c_Bacilli;o_Unclassified Bacilli;f_Unclassified Bacilli;g_Unclassified Bacilli;s_Unclassified Bacilli	-4.70567527818183	-5.82274285055463	-0.824016441828523	4.55702314961143	5.30910183728699	0.85834163466341	0.287938069429334	0.400627947652255	0.703248435328592	0.4873046875	0.768912282543496
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Unclassified Ruminococcus	5.49858185253982	5.01971260022893	5.49858185253982	1.10216500948879	2.32736376617604	0.473568002349583	0.252918700395999	0.665122462216568	0.894502808409462	0.6484375	0.890792061104146
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales bacterium KLE1615 (no family in NCBI);g_Clostridiales bacterium KLE1615 (no genus in NCBI);s_Clostridiales bacterium KLE1615	-4.04305118784789	-4.14980179269049	-3.9814383997151	-1.63291416845531	7.85725534682265	-0.207822464254727	0.420233566303314	0.638868656056384	0.856143056982256	0.72265625	0.899245827762964
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Unclassified Bacteroides	13.8294874511791	14.6706712769383	13.0094657240499	-0.782810907504236	3.44646842731229	-0.227134216956894	0.431906702321737	0.83988697278033	0.957303818014578	0.90234375	0.975482281287771
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiales bacterium (no family in NCBI);g_Burkholderiales bacterium (no genus in NCBI);s_Burkholderiales bacterium	-5.34800371964835	-5.39864377850258	-1.70322544259611	3.0985381826429	8.73458552522493	0.354743584992615	0.400778340435001	0.551236673529021	0.805854989467322	0.6640625	0.868447004071966
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides stercoris	8.84320947775029	6.56132466133636	9.50422781112903	2.95799590072278	1.90625467860185	1.55173174598702	0.250000423850461	0.319998833958614	0.67175740543936	0.3740234375	0.725713990635323
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii	12.4606765053146	11.1597721142348	13.3915121648	2.78120613081144	3.22385140688877	0.862696749877654	0.250000423850461	0.205907307272295	0.58381707384061	0.25	0.630126445162721
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Sanguibacteroides;s_Sanguibacteroides justesenii	-6.18500624538127	-5.50284453924747	-6.86675505336016	0.442953693136899	6.49273362823206	0.068222988728634	0.472656284873486	0.655306764920726	0.866420567054665	0.716796875	0.897500491910117
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiales bacterium 1_1_47 (no family in NCBI);g_Burkholderiales bacterium 1_1_47 (no genus in NCBI);s_Burkholderiales bacterium 1_1_47	0.661408525823199	-5.47774759482735	6.96202724776573	12.2827440179231	3.55434578965673	3.45569754458508	0.00027407495720991	0.0136674528074899	0.254529590310946	0.125	0.52642766776156
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Unclassified Roseburia	7.61325049937124	7.50787549797636	8.82493385312706	1.33269754645372	3.45745287129225	0.385456460598295	0.378906413571975	0.580284323849158	0.852149378214936	0.75	0.927088438078201
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Phascolarctobacterium;s_Phascolarctobacterium succinatutens	-5.77458814745654	-5.45333465770961	-6.39008365480343	0.18734893208364	5.93575194953538	0.031562796706541	0.480468774873089	0.670568591231416	0.870446766864323	0.7490234375	0.907382735216191
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium adolescentis	-3.56884298191639	-5.18657324316792	-1.50217311401214	4.1467244517278	2.434142269941	1.70356700302005	0.147860803702751	0.173358912317933	0.490841213929538	0.265625	0.624149197154218
